[Year],[State],[S&E Fields],[SEH Fields],[Public or Private],[Sex],[Citizenship],[Graduate Students]
2015,Tennessee,Science and engineering,Science,Public,Male,Foreign nationals,548
2015,Tennessee,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,604"
2015,Tennessee,Science and engineering,Science,Public,Female,Foreign nationals,371
2015,Tennessee,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),528
2015,Tennessee,Science and engineering,Science,Private,Male,Foreign nationals,180
2015,Tennessee,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),591
2015,Tennessee,Science and engineering,Science,Private,Female,Foreign nationals,115
2015,Tennessee,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),698
2015,Tennessee,Science and engineering,Engineering,Public,Male,Foreign nationals,467
2015,Tennessee,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),171
2015,Tennessee,Science and engineering,Engineering,Public,Female,Foreign nationals,164
2015,Tennessee,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),160
2015,Tennessee,Science and engineering,Engineering,Private,Male,Foreign nationals,111
2015,Tennessee,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),79
2015,Tennessee,Science and engineering,Engineering,Private,Female,Foreign nationals,34
2015,New Mexico,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),909
2015,New Mexico,Science and engineering,Science,Public,Male,Foreign nationals,464
2015,New Mexico,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),919
2015,New Mexico,Science and engineering,Science,Public,Female,Foreign nationals,241
2015,New Mexico,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),571
2015,New Mexico,Science and engineering,Engineering,Public,Male,Foreign nationals,359
2015,New Mexico,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),178
2015,New Mexico,Science and engineering,Engineering,Public,Female,Foreign nationals,101
2015,Minnesota,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,623"
2015,Minnesota,Science and engineering,Science,Public,Male,Foreign nationals,839
2015,Minnesota,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,736"
2015,Minnesota,Science and engineering,Science,Public,Female,Foreign nationals,508
2015,Minnesota,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),147
2015,Minnesota,Science and engineering,Science,Private,Male,Foreign nationals,37
2015,Minnesota,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),177
2015,Minnesota,Science and engineering,Science,Private,Female,Foreign nationals,36
2015,Minnesota,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),509
2015,Minnesota,Science and engineering,Engineering,Public,Male,Foreign nationals,618
2015,Minnesota,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),187
2015,Minnesota,Science and engineering,Engineering,Public,Female,Foreign nationals,176
2015,Minnesota,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),116
2015,Minnesota,Science and engineering,Engineering,Private,Male,Foreign nationals,3
2015,Minnesota,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),21
2015,Minnesota,Science and engineering,Engineering,Private,Female,Foreign nationals,4
2015,Oklahoma,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,629"
2015,Oklahoma,Science and engineering,Science,Public,Male,Foreign nationals,658
2015,Oklahoma,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,827"
2015,Oklahoma,Science and engineering,Science,Public,Female,Foreign nationals,434
2015,Oklahoma,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),154
2015,Oklahoma,Science and engineering,Science,Private,Male,Foreign nationals,210
2015,Oklahoma,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),202
2015,Oklahoma,Science and engineering,Science,Private,Female,Foreign nationals,82
2015,Oklahoma,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),319
2015,Oklahoma,Science and engineering,Engineering,Public,Male,Foreign nationals,598
2015,Oklahoma,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),86
2015,Oklahoma,Science and engineering,Engineering,Public,Female,Foreign nationals,171
2015,Oklahoma,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),36
2015,Oklahoma,Science and engineering,Engineering,Private,Male,Foreign nationals,126
2015,Oklahoma,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),8
2015,Oklahoma,Science and engineering,Engineering,Private,Female,Foreign nationals,26
2015,Maine,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),240
2015,Maine,Science and engineering,Science,Public,Male,Foreign nationals,65
2015,Maine,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),235
2015,Maine,Science and engineering,Science,Public,Female,Foreign nationals,48
2015,Maine,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),8
2015,Maine,Science and engineering,Science,Private,Male,Foreign nationals,1
2015,Maine,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),10
2015,Maine,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),62
2015,Maine,Science and engineering,Engineering,Public,Male,Foreign nationals,48
2015,Maine,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),18
2015,Maine,Science and engineering,Engineering,Public,Female,Foreign nationals,13
2015,Hawaii,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),582
2015,Hawaii,Science and engineering,Science,Public,Male,Foreign nationals,180
2015,Hawaii,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),713
2015,Hawaii,Science and engineering,Science,Public,Female,Foreign nationals,204
2015,Hawaii,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),70
2015,Hawaii,Science and engineering,Science,Private,Male,Foreign nationals,18
2015,Hawaii,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),90
2015,Hawaii,Science and engineering,Science,Private,Female,Foreign nationals,16
2015,Hawaii,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),79
2015,Hawaii,Science and engineering,Engineering,Public,Male,Foreign nationals,40
2015,Hawaii,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),30
2015,Hawaii,Science and engineering,Engineering,Public,Female,Foreign nationals,11
2015,Vermont,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),212
2015,Vermont,Science and engineering,Science,Public,Male,Foreign nationals,58
2015,Vermont,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),278
2015,Vermont,Science and engineering,Science,Public,Female,Foreign nationals,26
2015,Vermont,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),60
2015,Vermont,Science and engineering,Engineering,Public,Male,Foreign nationals,20
2015,Vermont,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),11
2015,Vermont,Science and engineering,Engineering,Public,Female,Foreign nationals,10
2015,Iowa,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,328"
2015,Iowa,Science and engineering,Science,Public,Male,Foreign nationals,756
2015,Iowa,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,120"
2015,Iowa,Science and engineering,Science,Public,Female,Foreign nationals,456
2015,Iowa,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),128
2015,Iowa,Science and engineering,Science,Private,Male,Foreign nationals,785
2015,Iowa,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),139
2015,Iowa,Science and engineering,Science,Private,Female,Foreign nationals,121
